title,artist,artist_popularity,followers
Getting Away With Murder,Papa Roach,77,1787807
The Woman With You,Kenny Chesney,74,1629051
Party For Two,Shania Twain With Billy Currington Or Mark McGrath,71,865605
Vitamin R (Leading Us Along),Chevelle,67,575792
Balla Baby,Chingy,61,243178
I Changed My Mind,Keyshia Cole Featuring Shyne,68,997127
Perdidos,Monchy & Alexandra,58,183951
Gotta Go Solo,Patti LaBelle Featuring Ron Isley,56,258279
Take Me Home,Terror Squad,53,59397
I'll Be Around,Daryl Hall John Oates,39,52932
Ghetto,Akon,80,1446785
Thugs Get Lonely Too,2Pac Featuring Nate Dogg,82,3732905
Charlene,Anthony Hamilton,65,577762
On The Way Down,Ryan Cabrera,52,25781
Nothing On But The Radio,Gary Allan,63,330407
Mr. Mom,Lonestar,60,320057
Breathe,Fabolous,73,665445
Hold You Down,"The Alchemist Featuring Prodigy, Illa Ghee & Nina Sky",53,62630
Oye Mi Canto,"N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato",61,85677
Lean Back,Terror Squad,53,59397
Broken,Seether Featuring Amy Lee,72,1016861
1985,Bowling For Soup,67,397794
So Cold,Breaking Benjamin,76,1583287
Hush,LL Cool J Featuring 7 Aurelius,65,458991
Come Home Soon,SHeDAISY,39,83548
My Happy Ending,Avril Lavigne,77,2470250
Somebody Told Me,The Killers,82,3130114
In A Real Love,Phil Vassar,55,85011
A Rose By Any Other Name,Teena Marie Featuring Gerald Levert,52,155514
Real Big,Mannie Fresh,56,51188
Cold,Crossfade,59,238820
Nolia Clap,"Juvenile, Wacko & Skip",61,316438
That's What It's All About,Brooks & Dunn,67,573553
Knuck If You Buck,Crime Mob Featuring Lil Scrappy,50,106178
American Idiot,Green Day,82,5884387
Diary,Alicia Keys Featuring Tony! Toni! Tone!,80,3881878
Hey Now (Mean Muggin),Xzibit Featuring Keri Hilson,67,449006
I Hate Everything,George Strait,73,698033
Used To Love U,John Legend,82,3477074
Let's Get It Started,The Black Eyed Peas,78,2275323
Suds In The Bucket,Sara Evans,59,362444
Locked Up,Akon Featuring Styles P.,80,1446785
Just Like You,Three Days Grace,79,1930162
"Breathe, Stretch, Shake",Mase Featuring P. Diddy,68,193513
Bridging The Gap,Nas Featuring Olu Dara,75,1150330
Heaven,Los Lonely Boys,48,33127
The Reason,Hoobastank,68,639906
If I Ain't Got You,Alicia Keys,80,3881878
This Love,Maroon 5,89,10228915
My Place,Nelly Featuring Jaheim,77,968771
Breaking The Habit,Linkin Park,87,7792815
Days Go By,Keith Urban,77,2060821
Stays In Mexico,Toby Keith,69,810098
(Reach Up For The) Sunrise,Duran Duran,69,660074
No Problem,Lil Scrappy,55,212408
Why?,Jadakiss Featuring Anthony Hamilton,69,308119
White Tee's,Dem Franchize Boyz,49,97000
Here For The Party,Gretchen Wilson,54,229241
Pieces Of Me,Ashlee Simpson,52,237007
Sunshine,Lil' Flip Featuring Lea,56,143481
Headsprung,LL Cool J,65,458991
King Of The Dancehall,Beenie Man,61,165878
White Houses,Vanessa Carlton,68,188403
Hot 2Nite,New Edition,59,412789
If Nobody Believed In You,Joe Nichols,63,264145
Rough & Ready,Trace Adkins,63,560780
U Saved Me,R. Kelly,77,1465104
So Sexy Chapter II (Like This),Twista Featuring R. Kelly,67,332565
Yeah!,Usher Featuring Lil Jon & Ludacris,82,5491388
Dip It Low,Christina Milian,56,395722
She Thinks She Needs Me,Andy Griggs,43,27600
Westside Story,The Game Featuring 50 Cent,76,1271692
Flap Your Wings,Nelly,77,968771
Nasty Girl,Nitty,35,726
Feels Like Today,Rascal Flatts,73,1221811
Turn Me On,Kevin Lyttle Featuring Spragga Benz,59,36841
Slow Motion,Juvenile Featuring Soulja Slim,61,316438
Accidentally In Love,Counting Crows,70,538365
Take Me Out,Franz Ferdinand,71,1009408
Westside Story,The Game Featuring 50 Cent,76,1271692
Let's Get Away,T.I.,80,2176780
On The Way Down,Ryan Cabrera,52,25781
Pieces Of Me,Ashlee Simpson,52,237007
Vertigo,U2,80,2564875
I Like That,"Houston Featuring Chingy, Nate Dogg & I-20",43,4123
Real Big,Mannie Fresh,56,51188
Tilt Ya Head Back,Nelly & Christina Aguilera,77,968771
Too Much Of A Good Thing,Alan Jackson,73,712246
Move Ya Body,Nina Sky Featuring Jabba,60,28040
Jesus Walks,Kanye West,90,6937400
I Go Back,Kenny Chesney,74,1629054
Confessions Part II,Usher,82,5491388
U Should've Known Better,Monica,65,687150
Girls Lie Too,Terri Clark,47,121830
So Sexy,Twista Featuring R. Kelly,67,332565
Feelin' Way Too Damn Good,Nickelback,78,2565767
Whiskey Lullaby,Brad Paisley Featuring Alison Krauss,71,1083351
Meant To Live,Switchfoot,64,364452
Let Me In,Young Buck,64,289560
Away From The Sun,3 Doors Down,74,1395933
I Got A Feelin',Billy Currington,73,818066
Float On,Modest Mouse,69,724355
Whatever U Want,Christina Milian Featuring Joe Budden,56,395722
Burn,Usher,82,5491388
Southside,Lloyd Featuring Ashanti,68,727388
I Want To Live,Josh Gracin,53,68396
Break Down Here,Julie Roberts,39,48907
Freek-A-Leek,Petey Pablo,60,124729
Slither,Velvet Revolver,57,371709
On Fire,Lloyd Banks,65,330586
Save A Horse (Ride A Cowboy),Big & Rich,62,378380
Ocean Avenue,Yellowcard,66,581484
Whats Happnin!,Ying Yang Twins Featuring Trick Daddy,65,297726
How Come,D12,66,509500
Everytime,Britney Spears,80,3940073
Who Is She 2 U,Brandy,65,741144
I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy,59,29937
Love Song,311,66,331493
Selfish,Slum Village Featuring Kanye West & John Legend,56,95797
Whiskey Girl,Toby Keith,69,810098
Freaks,Play-N-Skillz Featuring Krayzie Bone & Adina Howard,66,8625
How Did You Know?,Mynt Featuring Kim Sozzi,32,2577
Culo,Pitbull Featuring Lil Jon,75,561970
Outrageous,Britney Spears,80,3940073
Scandalous,Mis-Teeq,46,24876
If You Ever Stop Loving Me,Montgomery Gentry,63,411041
How Far,Martina McBride,59,355691
Just For You,Lionel Richie,71,693450
So Fly,NB Ridaz Featuring Gemini,51,82912
Redneck Woman,Gretchen Wilson,54,229241
Hey Mama,The Black Eyed Peas,78,2275323
Happy People,R. Kelly,77,1465104
Welcome Back,Mase,68,193513
Let's Be Us Again,Lonestar,60,320057
Jook Gal (Wine Wine),Elephant Man,55,100412
Lying From You,Linkin Park,87,7792817
My Immortal,Evanescence,73,1689747
Here Without You,3 Doors Down,74,1395933
Don't Tell Me,Avril Lavigne,77,2470250
Cold Hard Bitch,Jet,65,255027
Talk About Our Love,Brandy Featuring Kanye West,65,741144
Overnight Celebrity,Twista,67,332565
Tipsy,J-Kwon,57,60514
8th World Wonder,Kimberley Locke,26,2373
Roses,OutKast,77,883081
Dude,Beenie Man Featuring Ms. Thing,61,165878
Someday,Nickelback,78,2565767
Letters From Home,John Michael Montgomery,60,246056
I Miss You,Blink-182,80,3606903
Ch-Check It Out,Beastie Boys,71,909704
Diamond In The Back,Ludacris,78,1270442
All Falls Down,Kanye West Featuring Syleena Johnson,90,6937401
Game Over (Flip),Lil' Flip,56,143481
Don't Take Your Love Away,Avant,59,448472
Get No Better,Cassidy Featuring Mashonda,52,151193
Take My Breath Away,Jessica Simpson,54,338803
Tear It Up,"Yung Wun Featuring DMX, Lil' Flip & David Banner",35,660
Paint Me A Birmingham,Tracy Lawrence,61,243227
My Band,D12,66,509500
whoknows,Musiq,63,471227
100 Years,Five For Fighting,63,238308
That's What She Gets For Loving Me,Brooks & Dunn,67,573553
Love's Divine,Seal,66,488435
You Raise Me Up,Josh Groban,65,288447
When The Sun Goes Down,Kenny Chesney & Uncle Kracker,74,1629055
Mayberry,Rascal Flatts,73,1221813
Where Are We Runnin'?,Lenny Kravitz,69,1047005
Passenger Seat,SHeDAISY,39,83548
You're The Only One,Maria Mena,56,135450
I Can't Sleep,Clay Walker,59,226391
The First Cut Is The Deepest,Sheryl Crow,66,313454
White Flag,Dido,69,494816
You'll Think Of Me,Keith Urban,77,2060824
This Way,Dilated Peoples Featuring Kanye West,52,98812
The Way You Move,OutKast Featuring Sleepy Brown,77,883081
I'm Still In Love With You,Sean Paul Featuring Sasha,85,1596738
Sweet Southern Comfort,Buddy Jewell,40,15501
Last One Standing,Emerson Drive,50,64232
Hole In The Head,Sugababes,61,162835
It Only Hurts When I'm Breathing,Shania Twain,71,865605
The Outsider,A Perfect Circle,68,560542
Toxic,Britney Spears,80,3940074
One Call Away,Chingy Featuring J. Weav,61,243178
Ride Wit U,Joe Featuring G-Unit,67,518674
Figured You Out,Nickelback,78,2565767
Wanna Get To Know You,G-Unit Featuring Joe,63,482536
Are You Gonna Be My Girl,Jet,65,255027
Maps,Yeah Yeah Yeahs,67,629764
Hotel,Cassidy Featuring R. Kelly,52,151193
With You,Jessica Simpson,54,338803
Splash Waterfalls,Ludacris,78,1270442
Hey Ya!,OutKast,77,883081
Rubber Band Man,T.I.,80,2176781
Come Clean,Hilary Duff,61,850562
Sorry 2004,Ruben Studdard,44,41304
Megalomaniac,Incubus,73,1269770
Good Little Girls,Blue County,16,587
I Can't Wait,Sleepy Brown Featuring OutKast,58,7500
Behind Blue Eyes,Limp Bizkit,74,1677515
Salt Shaker,Ying Yang Twins Featuring Lil Jon & The East Side Boyz,65,297726
It's My Life,No Doubt,70,779362
American Soldier,Toby Keith,69,810098
Songs About Rain,Gary Allan,63,330409
When I Look To The Sky,Train,76,1964556
Falls On Me,Fuel,60,204327
What's It Like,Jagged Edge,65,580683
Slow Jamz,Twista Featuring Kanye West & Jamie Foxx,67,332566
Little Moments,Brad Paisley,71,1083351
No Better Love,Young Gunz Featuring Rell,37,50050
I Am The Highway,Audioslave,72,1306109
In My Daughter's Eyes,Martina McBride,59,355693
F.U.R.B. (F U Right Back),Frankee,32,1744
I Love You This Much,Jimmy Wayne,35,20418
Remember When,Alan Jackson,73,712246
Watch The Wind Blow By,Tim McGraw,76,1935199
Wild West Show,Big & Rich,62,378380
In My Life,Juvenile Featuring Mannie Fresh,61,316438
I Wanna Do It All,Terri Clark,47,121830
Hot Mama,Trace Adkins,63,560780
Baby I Love U,Jennifer Lopez,79,4236334
Through The Wire,Kanye West,90,6937402
Neva Eva,Trillville,45,73475
I'm Really Hot,Missy Elliott,75,714594
Gal Yuh Ah Lead,T.O.K.,46,38182
Long Black Train,Josh Turner,69,746276
Love Me Right (Oh Sheila),Angel City Featuring Lara McAllen,27,1668
Suga Suga,Baby Bash Featuring Frankie J,66,248517
More & More,Joe,67,518674
I Can Only Imagine,MercyMe,67,459231
Gangsta Nation,Westside Connection Featuring Nate Dogg,59,269208
Invisible,Clay Aiken,40,18167
Gigolo,Nick Cannon Featuring R. Kelly,46,13687
Read Your Mind,Avant,59,448472
You Don't Know My Name,Alicia Keys,80,3881881
Unwell,matchbox twenty,70,791626
Just A Little While,Janet Jackson,68,821415
Still Frame,Trapt,65,380437
Hit That,The Offspring,77,2029247
Why Don't You & I,Santana Featuring Alex Band Or Chad Kroeger,72,702129
There Goes My Life,Kenny Chesney,74,1629057
You Can't Take The Honky Tonk Out Of The Girl,Brooks & Dunn,67,573554
Hell Yeah,Montgomery Gentry,63,411041
Stand Up,Ludacris Featuring Shawnna,78,1270442
Perfect,Simple Plan,71,1396831
The Voice Within,Christina Aguilera,79,2734292
Drinkin' Bone,Tracy Byrd,58,174612
Walked Outta Heaven,Jagged Edge,65,580683
Get Low,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,65,297726
Breathe,Michelle Branch,60,197513
Something Happened On The Way To Heaven,Deborah Cox,55,160120
Away From Me,Puddle Of Mudd,65,524715
Milkshake,Kelis,66,194684
Baby Boy,Beyonce Featuring Sean Paul,85,1596738
Some Girls (Dance With Women),JC Chasez Featuring Dirt McGirt,34,11241
Forthenight,Musiq,63,471228
She's Not Just A Pretty Face,Shania Twain,71,865605
Step In The Name Of Love,R. Kelly,77,1465105
Wat Da Hook Gon Be,Murphy Lee Featuring Jermaine Dupri,55,40025
Gangsta Girl,Big Tymers Featuring R. Kelly,52,134700
Bright Lights,matchbox twenty,70,791626
Headstrong,Trapt,65,380437
Love You More,Ginuwine,70,817535
Not Today,Mary J. Blige Featuring Eve,72,1257487
Holidae In,Chingy Featuring Ludacris & Snoop Dogg,61,243178
So Far Away,Staind,68,844310
Honesty (Write Me A List),Rodney Atkins,65,512280
Badaboom,B2K Featuring Fabolous,58,197083
Cowboys Like Us,George Strait,73,698033
Chicks Dig It,Chris Cagle,62,258709
Why Can't I?,Liz Phair,49,41508
(There's Gotta Be) More To Life,Stacie Orrico,51,81103
The Set Up,Obie Trice Featuring Nate Dogg,78,398904
Stacy's Mom,Fountains Of Wayne,61,62551
Knock Knock,Monica,65,687151
Weak And Powerless,A Perfect Circle,68,560542
Another Postcard (Chimps),Barenaked Ladies,63,219802
Pass That Dutch,Missy Elliott,75,714594
Shake Ya Tailfeather,"Nelly, P. Diddy & Murphy Lee",55,40025
Harder To Breathe,Maroon 5,89,10228920
I Love This Bar,Toby Keith,69,810098
Clubbin,Marques Houston Featuring Joe Budden & Pied Piper,53,265707
Me Against The Music,Britney Spears Featuring Madonna,80,3940079
Walking In Memphis,Lonestar,60,320057
Rain On Me,Ashanti,73,1011889
Wave On Wave,Pat Green,52,47339
Bigger Than My Body,John Mayer,82,2714357
I Melt,Rascal Flatts,73,1221816
Tough Little Boys,Gary Allan,63,330411
One More Chance,Michael Jackson,84,4738347
Right Thurr,Chingy,61,243178
Who Wouldn't Wanna Be Me,Keith Urban,77,2060827
Show Me How To Live,Audioslave,72,1306111
Clap Back,Ja Rule,73,564586
I Can't Take You Anywhere,Scotty Emerick With Toby Keith,69,810098
So Yesterday,Hilary Duff,61,850563
"Can't Stop, Won't Stop",Young Gunz,37,50050
Amazing,Josh Kelley,45,17379
Take Me Away,Fefe Dobson,43,34077
Bad Boy This Bad Boy That,Bad Boy's Da Band,23,3308
This One's For The Girls,Martina McBride,59,355693
Can't Hold Us Down,Christina Aguilera Featuring Lil' Kim,79,2734294
Party To Damascus,Wyclef Jean Featuring Missy Elliott,72,159852
Hot & Wet,112 Featuring Ludacris,69,364953
I Need You Now,Smokie Norful,49,83676
Never (Past Tense),The Roc Project Featuring Tina Arena,21,164
Calling All Angels,Train,76,1964556
Into You,Fabolous Featuring Tamia Or Ashanti,64,378985
Faint,Linkin Park,87,7792825
Find A Way,Dwele,54,104507
Where Is The Love?,The Black Eyed Peas,78,2275323
Thoia Thoing,R. Kelly,77,1465106
Naggin,Ying Yang Twins,65,297726
Walk A Little Straighter,Billy Currington,73,818069
Officially Missing You,Tamia,64,378985
Drift Away,Uncle Kracker Featuring Dobie Gray,63,134849
Real Good Man,Tim McGraw,76,1935202
If I Can't,50 Cent,83,3538587
The Boys Of Summer,The Ataris,56,88252
P.I.M.P.,50 Cent,83,3538587
This Is How We Do,Big Tymers,52,134700
Got Some Teeth,Obie Trice,61,205608
The Remedy (I Won't Worry),Jason Mraz,78,2666405
It's Five O'Clock Somewhere,Alan Jackson & Jimmy Buffett,67,167634
Dance With My Father,Luther Vandross,65,544485
"No Shoes, No Shirt, No Problems",Kenny Chesney,74,1629057
24's,T.I.,80,2176782
What Was I Thinkin',Dierks Bentley,74,1170697
Help Pour Out The Rain (Lacey's Song),Buddy Jewell,40,15501
Addicted,Simple Plan,71,1396831
Hole In The World,Eagles,77,1369256
Danger,Erykah Badu,70,1008122
A Few Questions,Clay Walker,0,2
Forever And For Always,Shania Twain,71,865605
In Those Jeans,Ginuwine,70,817536
Let's Get Down,Bow Wow Featuring Baby,64,385426
Celebrity,Brad Paisley,71,1083352
Signs Of Love Makin',Tyrese,59,723558
Lovin' All Night,Patty Loveless,53,99162
Bring Me To Life,Evanescence Featuring Paul McCoy,73,1689750
Like Glue,Sean Paul,85,1596738
"Never Leave You - Uh Ooh, Uh Oooh!",Lumidee,51,21058
Are You Happy Now?,Michelle Branch,60,197513
Red Dirt Road,Brooks & Dunn,67,573554
Where The Hood At?,DMX,73,823154
Did My Time,Korn,75,2027836
This Is The Night,Clay Aiken,40,18167
Then They Do,Trace Adkins,63,560782
Rest In Pieces,Saliva,65,265549
Magic Stick,Lil' Kim Featuring 50 Cent,69,354273
Seven Nation Army,The White Stripes,75,1259361
Rubberneckin',Elvis Presley,78,1943440
Miss Independent,Kelly Clarkson,78,2840783
Rock Wit U (Awww Baby),Ashanti,73,1011890
When I'm Gone,3 Doors Down,74,1395935
Get Busy,Sean Paul,85,1596738
So Gone,Monica,65,687151
Intuition,Jewel,59,212723
Send The Pain Below,Chevelle,67,575794
Just Because,Jane's Addiction,60,382335
Roun' The Globe,Nappy Roots,53,58026
99.9% Sure (I've Never Been Here Before),Brian McComas,17,370
My Front Porch Looking In,Lonestar,60,320057
Beer For My Horses,Toby Keith Duet With Willie Nelson,69,810099
I Wish I Wasn't,Heather Headley,48,31561
She Only Smokes When She Drinks,Joe Nichols,63,264147
Like A Pimp,David Banner Featuring Lil' Flip,55,204185
Stay Gone,Jimmy Wayne,35,20418
Flying Without Wings,Ruben Studdard,44,41305
Feelin' Freaky,Nick Cannon Featuring B2K,46,13687
Almost Home,Craig Morgan,64,285598
"Swing, Swing",The All-American Rejects,70,905048
Stupid Girl,Cold,54,123620
21 Questions,50 Cent Featuring Nate Dogg,83,3538588
Ignition,R. Kelly,77,1465107
Don't Wanna Try,Frankie J,64,162478
Fighter,Christina Aguilera,79,2734296
What The World Needs,Wynonna,47,80483
Pump It Up,Joe Budden,55,148783
I Know What You Want,Busta Rhymes & Mariah Carey Featuring The Flipmode Squad,76,754109
Rock Your Body,Justin Timberlake,88,6109454
If You're Not The One,Daniel Bedingfield,57,48686
Never Scared,Bone Crusher Featuring Killer Mike & T.I.,42,56232
Love You Out Loud,Rascal Flatts,73,1221816
Three Wooden Crosses,Randy Travis,64,313745
Still Ballin,2Pac Featuring Trick Daddy,82,3732904
I'm Glad,Jennifer Lopez,79,4236339
What Would You Do?,The Isley Brothers Featuring Ronald Isley,66,486767
Act A Fool,Ludacris,78,1270448
Can't Let You Go,Fabolous Featuring Mike Shorey & Lil' Mo,73,665445
No Letting Go,Wayne Wonder,52,45412
Big Yellow Taxi,Counting Crows Featuring Vanessa Carlton,70,538365
Say Yes,Floetry,51,220018
The Love Song,Jeff Bates,40,18151
In Love Wit Chu,Da Brat Featuring Cherish,55,98891
What A Beautiful Day,Chris Cagle,62,258709
In Da Club,50 Cent,83,3538588
Put That Woman First,Jaheim,60,466913
Speed,Montgomery Gentry,63,411043
The Truth About Men,Tracy Byrd,58,174612
Tell Me Something Bad About Tulsa,George Strait,73,698033
Sing For The Moment,Eminem,93,15210599
Somewhere I Belong,Linkin Park,87,7792827
Have You Forgotten?,Darryl Worley,52,70306
Stuck,Stacie Orrico,51,81103
Times Like These,Foo Fighters,81,4170094
Try It On My Own,Whitney Houston,77,2484822
Raining On Sunday,Keith Urban,77,2060827
Concrete Angel,Martina McBride,59,355694
Tal Vez,Ricky Martin,78,2742744
Like A Stone,Audioslave,72,1306113
She's My Kind Of Rain,Tim McGraw,76,1935204
I Can,Nas,55,15321
Big Star,Kenny Chesney,74,1629057
Hell Yeah,Ginuwine Featuring Baby,70,817536
Clocks,Coldplay,89,10976847
Beware Of The Boys (Mundian To Bach Ke),Panjabi MC Featuring Jay-Z,50,28062
Price To Play,Staind,68,844310
How You Gonna Act Like That,Tyrese,59,723558
The Jump Off,Lil' Kim Featuring Mr. Cheeks,69,354273
That'd Be Alright,Alan Jackson,73,712246
How You Want That,Loon Featuring Kelis,57,7657
Emotional Rollercoaster,Vivian Green,46,139269
Can't Stop,Red Hot Chili Peppers,86,6548247
Flipside,Freeway Featuring Peedi Crakk,51,72619
Angel,Amanda Perez,46,136397
The Game Of Love,Santana Featuring Michelle Branch,72,702130
Can't Stop Loving You,Phil Collins,77,1112301
I'm With You,Avril Lavigne,77,2470253
Brokenheartsville,Joe Nichols,63,264147
The Anthem,Good Charlotte,70,895051
Straight Out Of Line,Godsmack,69,808397
Peacekeeper,Fleetwood Mac,81,1916368
Losing Grip,Avril Lavigne,77,2470253
Girlfriend,B2K,58,197083
Get By,Talib Kweli,62,231300
Step Daddy,Hitman Sammy Sam,19,899
Beautiful,Christina Aguilera,79,2734297
American Life,Madonna,77,2072943
Pimp Juice,Nelly,77,968773
Girl All The Bad Guys Want,Bowling For Soup,67,397796
X Gon' Give It To Ya,DMX,73,823155
Your Body Is A Wonderland,John Mayer,82,2714357
All I Have,Jennifer Lopez Featuring LL Cool J,79,4236340
Man To Man,Gary Allan,63,330412
Superman,Eminem,93,15210604
All The Things She Said,t.A.T.u.,61,213738
Mesmerize,Ja Rule Featuring Ashanti,73,564587
No One Knows,Queens Of The Stone Age,74,1309053
Fine Again,Seether,72,1016863
No One's Gonna Change You,Reina,22,719
Cry Me A River,Justin Timberlake,88,6109458
I'd Do Anything,Simple Plan,71,1396832
Don't Know Why,Norah Jones,75,1447671
Sick Of Being Lonely,Field Mob,45,61738
"Bump, Bump, Bump",B2K & P. Diddy,58,197083
What Happened To That Boy,Baby Featuring Clipse,43,6068
Blowin' Me Up (With Her Love),JC Chasez,34,11241
Always,Saliva,65,265549
Don't Dream It's Over,Sixpence None The Richer,66,127237
Damaged,TLC,72,909495
Thugz Mansion,2Pac,82,3732905
That Girl,Marques Houston,53,265707
Laundromat,Nivea,52,182195
You Can't Hide Beautiful,Aaron Lines,23,3963
Yeah Yeah U Know It,Keith Murray Featuring Def Squad,49,48596
Wanksta,50 Cent,83,3538591
Don't Mess With My Man,Nivea Featuring Brian & Brandon Casey,52,182195
The Red,Chevelle,67,575794
Rock You Baby,Toby Keith,69,810099
B R Right,Trina Featuring Ludacris,59,251733
A.D.I.D.A.S.,Killer Mike Featuring Big Boi,61,103605
Landslide,Dixie Chicks,67,495739
19 Somethin',Mark Wills,54,89532
Can't Nobody,Kelly Rowland,71,1190365
Fabulous,Jaheim Featuring Tha Rayne,60,466914
Fall Into Me,Emerson Drive,50,64232
The Wreckoning,Boomkat,25,1984
Family Portrait,P!nk,84,3749008
I Should Be...,Dru Hill,60,407859
Air Force Ones,"Nelly Featuring Kyjuan, Ali & Murphy Lee",77,968773
Underneath It All,No Doubt Featuring Lady Saw,70,779362
I Just Wanna Be Mad,Terri Clark,47,121831
Make It Clap,Busta Rhymes Featuring Spliff Star,76,754109
Beautiful Goodbye,Jennifer Hanson,7,1022
Chrome,Trace Adkins,63,560783
One Of Those Days,Whitney Houston,77,2484823
"Ma, I Don't Love Her",Clipse Featuring Faith Evans,51,89651
I Wish You'd Stay,Brad Paisley,71,1083353
She Hates Me,Puddle Of Mudd,65,524716
All My Life,Foo Fighters,81,4170096
In A Little While,Uncle Kracker,63,134849
Made You Look,Nas,75,1150331
Satisfaction,Eve,66,309312
Bother,Stone Sour,71,957025
Break You Off,The Roots Featuring Musiq,65,575315
Talkin' To Me,Amerie,57,251677
Love Of My Life (An Ode To Hip Hop),Erykah Badu Featuring Common,70,1008124
Lose Yourself,Eminem,93,15210610
Through The Rain,Mariah Carey,77,2788582
A Lot Of Things Different,Kenny Chesney,74,1629058
What We Do,Freeway Featuring Jay-Z & Beanie Sigel,51,72619
I'd Rather,Luther Vandross,65,544486
dontchange,Musiq,63,471228
Disease,matchbox twenty,70,791626
You Know You're Right,Nirvana,81,5709463
I'm Gonna Getcha Good!,Shania Twain,71,865608
Cochise,Audioslave,72,1306113
He Is,Heather Headley,48,31561
Jenny From The Block,Jennifer Lopez Featuring Styles & Jadakiss,79,4236340
Unusually Unusual,Lonestar,60,320058
Take You Home,Angie Martinez Featuring Kelis,42,4813
She'll Leave You With A Smile,George Strait,73,698033
These Days,Rascal Flatts,73,1221817
Who's Your Daddy?,Toby Keith,69,810099
Spin,Lifehouse,69,722581
Thug Holiday,Trick Daddy Featuring LaTocha Scott,61,264192
Prayer,Disturbed,78,1806501
Stole,Kelly Rowland,71,1190365
Rock The Party,Benzino,24,2241
The Zephyr Song,Red Hot Chili Peppers,86,6548249
My Town,Montgomery Gentry,63,411044
Die Another Day,Madonna,77,2072943
Hit The Freeway,Toni Braxton Featuring Loon,68,987970
When The Last Time,Clipse,51,89651
A Moment Like This,Kelly Clarkson,78,2840787
Dirrty,Christina Aguilera Featuring Redman,79,2734298
Come Into My World,Kylie Minogue,71,522290
React,Erick Sermon Featuring Redman,50,43621
One Last Breath,Creed,68,898110
Gimme The Light,Sean Paul,85,1596738
Dilemma,Nelly Featuring Kelly Rowland,77,968773
Sk8er Boi,Avril Lavigne,77,2470253
Thug Lovin',Ja Rule Featuring Bobby Brown,73,564587
Girl Talk,TLC,72,909496
Luv U Better,LL Cool J,65,458993
Like I Love You,Justin Timberlake,88,6109459
Goodbye To You,Michelle Branch,60,197513
From Tha Chuuuch To Da Palace,Snoop Dogg,84,3198695
Single For The Rest Of My Life,Isyss,21,5900
Somewhere Out There,Our Lady Peace,59,118611
These Are The Days,O-Town,49,60176
Complicated,Avril Lavigne,77,2470253
Somebody Like You,Keith Urban,77,2060830
Aerials,System Of A Down,80,3376463
Work In Progress,Alan Jackson,73,712246
Oh Yeah!,"Big Tymers Featuring Tateeze, Boo & Gotti",52,134700
Po' Folks,Nappy Roots Featuring Anthony Hamilton,53,58026
Beautiful Mess,Diamond Rio,58,182864
Ordinary Day,Vanessa Carlton,68,188403
Where Would You Be,Martina McBride,59,355696
Little Things,India.Arie,60,362349
Gotta Get Thru This,Daniel Bedingfield,57,48686
Stingy,Ginuwine,70,817536
Cleanin' Out My Closet,Eminem,93,15210614
Trade It All,Fabolous Featuring P. Diddy & Jagged Edge,73,665446
Gangsta Lovin',Eve Featuring Alicia Keys,66,309312
A Thousand Miles,Vanessa Carlton,68,188403
Starry Eyed Surprise,Oakenfold Featuring Shifty Shellshock,35,3072
Forgive,Rebecca Lynn Howard,25,7125
Heaven,DJ Sammy & Yanou Featuring Do,54,26755
I Am Mine,Pearl Jam,79,3078448
Crush Tonight,Fat Joe Featuring Ginuwine,72,381132
American Child,Phil Vassar,55,85011
Good Times,Styles,64,157317
Braid My Hair,Mario,70,833137
Flake,Jack Johnson,80,1941266
I Keep Looking,Sara Evans,59,362446
Two Wrongs,Wyclef Jean Featuring Claudette Ortiz,72,159852
Why I Love You,B2K,58,197084
Just Like A Pill,P!nk,84,3749009
Running Away,Hoobastank,68,639906
Ten Rounds With Jose Cuervo,Tracy Byrd,58,174612
Unbroken,Tim McGraw,76,1935206
"Don't Say No, Just Say Yes",Avant,59,448472
No Such Thing,John Mayer,82,2714357
Downfall,TRUSTcompany,47,34923
In Da Wind,Trick Daddy Featuring Cee-Lo & Big Boi,61,264192
Electrical Storm,U2,80,2564875
Nothin',N.O.R.E.,61,85677
Happy,Ashanti,73,1011891
Long Time Gone,Dixie Chicks,67,495739
Objection (Tango),Shakira,85,9800166
I Do (Wanna Get Close To You),3LW Featuring P. Diddy & Loon,48,149631
Sweetness,Jimmy Eat World,69,575141
Are We Cuttin',Pastor Troy Featuring Ms. Jade,51,145688
Hot In Herre,Nelly,77,968774
Soak Up The Sun,Sheryl Crow,66,313457
The Middle,Jimmy Eat World,69,575141
Where Are You Going,Dave Matthews Band,69,737443
By The Way,Red Hot Chili Peppers,86,6548251
I Miss My Friend,Darryl Worley,52,70306
When You Lie Next To Me,Kellie Coffey,24,8470
The Impossible,Joe Nichols,63,264147
The Good Stuff,Kenny Chesney,74,1629058
"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,69,810099
She Was,Mark Chesnutt,56,140120
Just A Friend 2002,Mario,70,833137
Hero,Chad Kroeger Featuring Josey Scott,55,17534
Big Machine,Goo Goo Dolls,72,739643
My Friends Over You,New Found Glory,65,325578
Love At First Sight,Kylie Minogue,71,522290
Steve McQueen,Sheryl Crow,66,313457
